AÑO JUDICIAL;"TÍTULO GENERAL  
(MATERIA DEL RECURSO)";"TÍTULO ESPECIFICO 
(SUMILLA)";FUENTE LIBRO
1914;***;Pena prudencial por defensa incompleta.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La aplicación de la ley de 4 de octubre de 1901 está sujeta a las reglas de las prescripciones pendientes al tiempo de la promulgación del Código Civil.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La falta de funcionamiento de los Registros del Estado Civil en cierta época no impide que se resuelva sobre la inscripción de partidas referentes a dicho período.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Acreditada la insolvencia del deudor, procede la ejecución contra el fiador simple.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;El acreedor cuyo crédito se asegura con prenda que no se le entrega, no puede ejecutar separadamente a su deudor que ha caído en quiebra.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Cuando no concurren todos los requisitos puntualizados en el artículo 8º. del Código Penal, las circunstancias que medien deben entenderse como atenuantes de la responsabilidad.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Es inadmisible la demanda interpuesta ante un juez nacional contra los Ministros diplomáticos extranjeros.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Los tribunales comunes son competentes para conocer del recurso de Habeas Corpus interpuesto contra los jueces militares.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;No procede la oposición al desahucio, fundada en que el demandado es esposo del actor, si no se prueba en la forma legal.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Es lícita la condición de que, a la muerte del legatario, no pase la cosa legada a determinadas personas.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Caso de accesión industrial.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La entidad que no es representante ni sucursal de otra, aunque se halle autorizada para hacer ciertos pagos, no está capacitada para responder en juicio por obligaciones de la segunda.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La venta simulada es nula.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;No procede el amparo en la cuasi posesión de un derecho extinguido.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;En el interdicto de recobrar iniciado contra el Gobierno, es parte el favorecido con la resolución gubernativa que motiva la acción.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La mujer que se separa sin motivo justificado de la casa conyugal, no puede reclamar alimentos del marido.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Regulación de honorarios de peritos tasadores.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La capitalización de intereses del saldo de una cuenta corriente termina con la muerte del deudor.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Nulidad de venta hecha por el Capellán de un bien perteneciente a la Capellanía.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Para el ejercicio de la acción de desahucio por falta de pago, sólo rige el plazo legal en defecto de otro convencional.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Reservas en la sucesión ilegítima.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;No hay escala ascendente entre las penas de penitenciaría y muerte.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;La publicación delictuosa de un documento reservado, constituye un delito común.;Anales Judiciales de la Corte Suprema de Justicia 1914
1914;***;Denunciada por el Ministerio fiscal la comisión de un delito contra la independencia del Estado, imputándolo a un Obispo y fundándolo en el texto de la publicación de un Motu Propio, debe proseguirse el juicio de oficio.;Anales Judiciales de la Corte Suprema de Justicia 1914
1915;***;Los empleados de la Compañía Nacional de Recaudación, están asimilados a los públicos, para los efectos de la penalidad.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;El inventario no es título: se concreta a la constancia de un hecho.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;La acción sobre extinción de una capellanía, debe sustanciarse por los trámites prescritos para el saneamiento de inmuebles.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;El pago de la sunia de dinero a que ascienden las pensiones alimenticias, debe ser materia de un juicio ordinario.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Para la agravación de la pena, no considera como reincidente al culpable de homicidio que ha sido condenado, anteriormente, por lesiones.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Graduación de la pena con arreglo al artículo 60 del Código Penal.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;No son aplicables a la redención del derecho de llave, las leyes y principios sobre consolidación de enfiteusis.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;No produce efectos contra el poseedor actual, la posesión ministrada a un tercero, sin habérsele citado.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;El heredero voluntario que contradice la validez del testamento en que fué instituído, no puede eludir, por el desistimiento de su demanda, la sanción establecida en el artículo 871 del Código Civil.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Las leyes de gracia no producen efecto retroactivo, sino cuando explícitamente lo estatuye su texto.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;El término para promover excepciones, en los juicios de tercería, se computa para el ejecutante y ejecutado, desde la fecha de la notificación con la demanda.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Los perjuicios que produce un accidente, se estiman por el interés legal del valor del daño sufrido.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Ineficacia del reconocimiento de la filiación natural declarado en un certificado de la partida de bautizo.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;La escritura de compromiso arbitral debe contener todos los puntos de desacuerdo entre los interesados.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Las menestras procedentes de la China están afectas a derechos de importación.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;La extracción clandestina, de la Aduana, de mercaderías manifestadas por su dueño, no constituye a éste en contrabandista.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Procede el recurso de Habeas Corpus si trascurren más de veinticuatro horas sin someterse a juicio al detenido.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;La ley de Habeas Corpus es aplicable en las detenciones ordenadas por los Jefes de Zona, ejerciendo jurisdicción indebida.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;El ejecutado que ha convenido en la tercería, es parte en ésta.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;No procede el abandono de una causa en estado de sentencia.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;No puede eximirse del cumplimiento de un contrato la parte perjudicada con el dolo, si ha comenzado voluntariamente ejecutarlo.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;22 La equidad modifica el rigor de los efectos del pago indebido.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;23 La cobranza contra una testamentaría de la que parte el acreedor, no está subordinada a la división de bienes de la misma.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;24 El término para la prescripción de la acción penal no se interrumpe por la comisión de un nuevo delito, trascurrido ya dicho término.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;25 El rindente está obligado a exhibir, a solicitud de parte, los comprobantes de la cuenta, en cualquier estado del juicio.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;26 El compromiso arbitral estipulado para las diferencias sobre la ejecución de un contrato, es inaplicable a la controversia sobre su nulidad.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;27 La consignación irregular no extingue la obligación.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;28 No es válido el juicio escrito iniciado con una demanda verbal interpuesta ante un juez de paz.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;29 La obligación de responder por la evicción y saneamiento subsiste en el vendedor, no obstante la celebración de una nueva venta.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;30 No procede la acción criminal de falso testimonio contra el confesante en juicio.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;31 La paralización del procedimiento por el tiempo en que se prescribe el derecho de acusar, deja sin efecto la interrupción de la prescripción.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;32 No existe desacato contra un funcionario que no jura el cargo.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;33 Es nulo el juicio seguido sin intervención de todas las personas que tienen interés en él, aunque no hayan sido, expresamente, demandadas.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;34 La oposición a la inscripción de una partida en el Registro, que se funda en instrumento público se sustancia en juicio ordinario.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Indemnización por accidente del trabajo. Condenas accesorias.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Viva la madre indigente, corresponde al padre la obligación de dar alimentos a sus hijos adulterinos.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Condición para el ejercicio de la acción ejecutiva de los tenedores de bonos hipotecarios mineros.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Hipoteca Naval.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Mejoras abonables en virtud de una obligación natural.;Anales Judiciales de la Corte Suprema de Justicia 1915
1915;***;Indemnización por un hecho culpable.;Anales Judiciales de la Corte Suprema de Justicia 1915
